office,advertiser_party,election_state,advertiser_type,advertiser,target,title,link,issues_combined,total_airings_to_date,estimated_spending,first_aired_on
house,Republican,AZ,Candidate,Ward for AZ CD-04,Ward for AZ CD-04,We Need Someone New,https://s3.amazonaws.com/pdfweb/videos/8643a60c-0ad4-458d-b3e9-6f81817fa94b.mp4,Career Politicians|Coronavirus|,4,1177.25,2020-06-14
house,Democrat,MA,Candidate,Neal for MA CD-01,Neal for MA CD-01,Questions And Concerns,https://s3.amazonaws.com/pdfweb/videos/242c7f24-c453-4de4-8ac8-5a6b79e90c52.mp4,Coronavirus||,3,774.02,2020-07-21
house,Republican,GA,Issue Group,Georgia First PAC,Laughridge for GA CD-14,Made In China,https://s3.amazonaws.com/pdfweb/videos/aed1d0ca-bc66-4861-8692-a958c5904653.mp4,Coronavirus|Jobs|,2,110,2020-06-06
prez,Republican,US,Candidate,Trump for President,Trump for President,Changing Washington,https://s3.amazonaws.com/pdfweb/videos/e3aa4f9a-575d-46d6-9516-8e76805b0a33.mp4,Coronavirus||,9071,1973596.36,2020-05-27
prez,Democrat,US,Candidate,Biden for President,Biden for President,My Commitment,https://s3.amazonaws.com/pdfweb/videos/807ba1dc-a0ca-4796-810c-484f9b6ee34a.mp4,Coronavirus||,7570,4430008.8,2020-06-24
prez,Republican,US,Candidate,Trump for President,Trump for President,Great American Comeback,https://s3.amazonaws.com/pdfweb/videos/5361ca65-4e84-4c78-9a70-fa1c842b8ab6.mp4,Coronavirus|Economy|Jobs,7270,2610451.7,2020-06-06
prez,Democrat,US,Issue Group,Priorities USA Action,Trump for President,Focused On Himself,https://s3.amazonaws.com/pdfweb/videos/d78046dd-e86a-47ff-bd8c-a4fd2ea7c762.mp4,Coronavirus||,5998,2560798.77,2020-07-01
prez,Democrat,US,Issue Group,Priorities USA Action,Trump for President,Lack Of Leadership,https://s3.amazonaws.com/pdfweb/videos/3326a204-82cf-45ef-a545-b8e860fd9a38.mp4,Coronavirus|Economy|,4098,1654593.88,2020-06-09
prez,Democrat,WI,Issue Group,Priorities USA Action,Trump for President,Downplay The Crisis,https://s3.amazonaws.com/pdfweb/videos/19d7a75a-7cb2-4b96-805e-5c1879d46180.mp4,Coronavirus|Donald Trump|,3968,1724942.43,2020-05-19
prez,Democrat,PA,Issue Group,Priorities USA Action,Trump for President,Failing America,https://s3.amazonaws.com/pdfweb/videos/a2b494b1-e309-439b-ac4c-912e4103dce3.mp4,Coronavirus|Jobs|,3589,1516564.85,2020-05-07
prez,Republican,FL,Candidate,Trump for President,Biden for President,Coddles China,https://s3.amazonaws.com/pdfweb/videos/0046497e-bb12-46fa-b9a5-ca81f5ae3517.mp4,Coronavirus|Economy|Jobs,3232,661734.63,2020-05-11
prez,Republican,MI,Candidate,Trump for President,Biden for President,Dead Wrong,https://s3.amazonaws.com/pdfweb/videos/18bd0006-817c-4108-a634-194a92c65a6b.mp4,Coronavirus|Economy|Jobs,3183,669742.22,2020-05-11
prez,Democrat,US,Issue Group,Priorities USA Action,Trump for President,Hoax,https://s3.amazonaws.com/pdfweb/videos/cf52f842-aa0e-4ce0-82df-18e3f6e2237e.mp4,Coronavirus||,2801,1479080.13,2020-03-24
prez,Democrat,US,Issue Group,Priorities USA Action,Trump for President,Failing America,https://s3.amazonaws.com/pdfweb/videos/d650fd80-4705-42ab-9666-2cf14d39a854.mp4,Coronavirus||,2548,1042942.31,2020-06-23
prez,Democrat,MI,Issue Group,American Bridge 21st Century,Trump for President,Trump Trusted China,https://s3.amazonaws.com/pdfweb/videos/1b57bc18-5680-4d54-acc9-4f07ae9fb9ec.mp4,Coronavirus|Healthcare|,2371,877841.45,2020-04-21
prez,Democrat,FL,Issue Group,Priorities USA Action,Trump for President,Not Responsible,https://s3.amazonaws.com/pdfweb/videos/58b72390-0f25-4fed-95cd-0a6acbf7f601.mp4,Coronavirus||,2302,1194446.48,2020-04-01
prez,Republican,PA,Issue Group,America First Action,Biden for President,Bad Folks,https://s3.amazonaws.com/pdfweb/videos/8dcb1d9b-a56e-4ce9-83f4-6d88bfe25438.mp4,Coronavirus|Jobs|,2208,829249.96,2020-04-17
prez,Republican,FL,Candidate,Trump for President,Biden for President,Dangerous For America,https://s3.amazonaws.com/pdfweb/videos/7be9e2fc-5288-4479-9956-eab3ae1ffdb6.mp4,Coronavirus||,2150,850904.36,2020-05-11
prez,Democrat,WI,Issue Group,Priorities USA Action,Trump for President,War Without Equipment,https://s3.amazonaws.com/pdfweb/videos/ba521d21-9a13-4add-9c48-be034ee9fa24.mp4,Coronavirus|Healthcare|,2058,792975.85,2020-04-14
prez,Democrat,US,Issue Group,American Bridge 21st Century,Trump for President,We Deserve Better,https://s3.amazonaws.com/pdfweb/videos/bb595182-ae21-4eb6-9b36-679dd0662a20.mp4,Coronavirus||,1918,754622.15,2020-06-09
prez,Democrat,US,Issue Group,Priorities USA Action,Trump for President,First,https://s3.amazonaws.com/pdfweb/videos/780773f8-ac01-4ef4-9f89-c5298e964f7d.mp4,Coronavirus||,1545,588092.45,2020-04-28
prez,Democrat,US,Issue Group,American Bridge 21st Century,Trump for President,Playing Catch Up,https://s3.amazonaws.com/pdfweb/videos/16c22639-b0aa-453a-b74a-64305d4abc69.mp4,Coronavirus||,1517,511131.95,2020-07-07
prez,Democrat,US,Issue Group,American Bridge 21st Century,Trump for President,Take Responsibility,https://s3.amazonaws.com/pdfweb/videos/99cf10c4-bb51-45d3-aefd-e4504c2e3368.mp4,Coronavirus|Taxation|,1472,990551.06,2020-07-07
prez,Democrat,US,Issue Group,Protect Our Care,Trump for President,Protect Seniors,https://s3.amazonaws.com/pdfweb/videos/97c40ef9-f170-4b49-b12f-31cdac8c3ba4.mp4,Coronavirus||,1438,518169.91,2020-07-10
prez,Republican,IN,Candidate,Trump for President,Biden for President,He Does It His Way,https://s3.amazonaws.com/pdfweb/videos/a7d585f5-a76c-41c5-b990-2e34a8af4638.mp4,Coronavirus||,1415,280479.94,2020-05-05
prez,Democrat,US,Issue Group,Protect Our Care,Trump for President,Listen To The Experts,https://s3.amazonaws.com/pdfweb/videos/97083f08-dfe2-4871-ba38-377e0de04e1d.mp4,Coronavirus||,1402,522903.26,2020-07-10
prez,Republican,PA,Issue Group,America First Action,Biden for President,Travel Ban,https://s3.amazonaws.com/pdfweb/videos/3dbee3ff-6167-4171-9f4a-758636c10d3e.mp4,Coronavirus|Jobs|Trade,1352,535111.15,2020-05-02
prez,Democrat,US,Issue Group,Priorities USA Action,Trump for President,Failing America,https://s3.amazonaws.com/pdfweb/videos/755244c7-3efb-4a61-a1b0-8c78ca17f4da.mp4,Coronavirus||,1224,503202.98,2020-06-02
prez,Republican,PA,Issue Group,America First Action,Biden for President,Forty Years,https://s3.amazonaws.com/pdfweb/videos/d4238794-fad7-420e-bee1-f882fecb9bef.mp4,Coronavirus||,1113,320196.77,2020-04-17
prez,Republican,WI,Issue Group,America First Action,Biden for President,Biden Origin,https://s3.amazonaws.com/pdfweb/videos/64b2ba2d-c19b-458b-9b34-482f591fd3fc.mp4,Coronavirus|Jobs|,1106,364425.39,2020-04-17
prez,Democrat,US,Issue Group,American Bridge 21st Century,Trump for President,Disappointed,https://s3.amazonaws.com/pdfweb/videos/fb25a84a-b8da-4360-8b4a-19c490e44b75.mp4,Coronavirus||,968,767114.36,2020-06-09
prez,Democrat,US,Issue Group,Unite the Country,Trump for President,Crisis Comes,https://s3.amazonaws.com/pdfweb/videos/bb510885-2642-4754-9b92-d8d86c7cc86f.mp4,Coronavirus||,842,375773.2,2020-03-25
prez,Republican,WI,Issue Group,America First Action,Biden for President,Stop China,https://s3.amazonaws.com/pdfweb/videos/360a0b8e-1bf4-41f2-8420-655208c0b768.mp4,Coronavirus|Donald Trump|,751,236020.32,2020-05-01
prez,Democrat,US,Issue Group,Priorities USA Action,Trump for President,Wrong Leader,https://s3.amazonaws.com/pdfweb/videos/28db3d09-7f67-4ea0-8509-4c7be853a4fc.mp4,Coronavirus||,634,387802.14,2020-07-16
prez,Republican,US,Issue Group,Republicans for the Rule of Law,Trump for President,Unfit. Unwell. Unacceptable.,https://s3.amazonaws.com/pdfweb/videos/1062e2d0-4db7-4e19-82aa-82232a06aa5f.mp4,Coronavirus|General Negative|,631,550409.62,2020-05-05
prez,Democrat,US,Issue Group,Priorities USA Action,Trump for President,Better Prepared,https://s3.amazonaws.com/pdfweb/videos/d582bfb0-c018-489c-8583-42f349ba6112.mp4,Coronavirus||,609,442309.25,2020-04-02
prez,Democrat,US,Issue Group,American Bridge 21st Century,Trump for President,Interested In Himself,https://s3.amazonaws.com/pdfweb/videos/9f0aeae0-f3ce-41c4-affa-0640508648b3.mp4,Coronavirus||,592,484312.4,2020-07-07
prez,Democrat,US,Issue Group,Unite the Country,Biden for President,Respond Better,https://s3.amazonaws.com/pdfweb/videos/39306e44-1e12-46f3-bc6f-e803dff1e655.mp4,Coronavirus|Healthcare|,543,241603.4,2020-04-09
prez,Democrat,US,Candidate,Biden for President,Trump for President,Cuentas Claras,https://s3.amazonaws.com/pdfweb/videos/51a9e7d1-0f37-44f6-94b6-c36889575163.mp4,Coronavirus|Donald Trump|Jobs,477,153549.12,2020-06-19
prez,Democrat,US,Candidate,Biden for President,Biden for President,As One Country,https://s3.amazonaws.com/pdfweb/videos/3d42f748-7292-43ba-b10f-2ffd7fbbbe0e.mp4,Coronavirus||,384,193329.1,2020-07-20
prez,Democrat,US,Candidate,Biden for President,Biden for President,Working Together,https://s3.amazonaws.com/pdfweb/videos/ee0722df-7032-4395-8a2b-1459d5fa7f96.mp4,Coronavirus|Economy|Jobs,306,146261.72,2020-07-20
prez,Democrat,WI,Issue Group,Be A Hero PAC,Be A Hero PAC,Protect Nurses,https://s3.amazonaws.com/pdfweb/videos/4d97f4d2-8a62-4661-985f-22e03d4e9f9d.mp4,Coronavirus|Donald Trump|Healthcare,297,187273.42,2020-04-03
prez,Republican,MI,Issue Group,Republicans for the Rule of Law,Republicans for the Rule of Law,States Need Resources,https://s3.amazonaws.com/pdfweb/videos/0b5b2d7f-e599-418e-94ad-c63b5c241c3f.mp4,Coronavirus|Military|Voting Rights,270,60907.52,2020-05-04
prez,Republican,US,Issue Group,The Lincoln Project,Trump for President,One Day,https://s3.amazonaws.com/pdfweb/videos/936d2a09-7acf-428f-8182-a0444853754c.mp4,Coronavirus|General Negative|,231,126337.84,2020-07-13
prez,Independent,US,Issue Group,Issue One Action,Issue One Action,Safe And Secure Voting,https://s3.amazonaws.com/pdfweb/videos/1a5b2497-36dc-4c12-a375-1e7f68ede7f3.mp4,Coronavirus|Voting Rights|,218,49430.42,2020-06-22
prez,Democrat,US,Issue Group,Nuestro PAC,Trump for President,Biden para Presidente,https://s3.amazonaws.com/pdfweb/videos/5b143fbe-eb90-4243-8a13-520077c351cd.mp4,Coronavirus|Immigration|,208,77631.83,2020-07-12
prez,Democrat,NY,Issue Group,Healthcare Education Project,Trump for President,Defend Our Healthcare,https://s3.amazonaws.com/pdfweb/videos/f60af01f-ca60-4d3c-aaa9-d294881d311f.mp4,Coronavirus|Healthcare|,145,47469.06,2020-03-16
prez,Democrat,US,Coordinated Buy,DNC/Biden,Trump for President,Disappear,https://s3.amazonaws.com/pdfweb/videos/8cbfad90-ee09-4a41-b67f-f1fc9de536e4.mp4,Coronavirus||,105,44524.01,2020-07-17
prez,Republican,US,Issue Group,The Lincoln Project,Trump for President,Mourning in America,https://s3.amazonaws.com/pdfweb/videos/5f5ccace-6959-4ae7-a562-464ac8460df2.mp4,Coronavirus|Economy|Jobs,97,32659.64,2020-05-05
prez,Republican,US,Issue Group,The Lincoln Project,Trump for President,Mourning In America,https://s3.amazonaws.com/pdfweb/videos/aa6aa066-fa37-448a-a7ef-0bdc5e5de5f0.mp4,Coronavirus|Jobs|,90,54365.38,2020-07-17
prez,Republican,US,Issue Group,Republicans for the Rule of Law,Republicans for the Rule of Law,Safe Voting,https://s3.amazonaws.com/pdfweb/videos/daa0047e-d606-4426-84fb-befabec164b2.mp4,Coronavirus|Voting Rights|,81,20005.35,2020-05-04
prez,Democrat,US,Issue Group,Nuestro PAC,Trump for President,Tolerar,https://s3.amazonaws.com/pdfweb/videos/e9d6112f-bcf1-4a64-b2fc-6b598704a8e4.mp4,Coronavirus|Immigration|Jobs,47,25728.64,2020-07-13
prez,Democrat,US,Issue Group,American Federation of Teachers,Trump for President,Do His Job,https://s3.amazonaws.com/pdfweb/videos/6bec3fa7-49c1-41a1-a54d-031ce846f107.mp4,Coronavirus|Donald Trump|Healthcare,40,0,2020-04-16
prez,Democrat,US,Coordinated Buy,DNC/Biden,Trump for President,White House In Chaos,https://s3.amazonaws.com/pdfweb/videos/7b18aec6-2517-4f0e-9564-1bd512f76820.mp4,Coronavirus|Jobs|Trade,38,0,2020-06-18
prez,Democrat,US,Coordinated Buy,DNC/Biden,Trump for President,Exploding Again,https://s3.amazonaws.com/pdfweb/videos/e330fa8c-ab46-4c00-9312-5f14d58b317b.mp4,Coronavirus|Jobs|Trade,29,12144,2020-07-01
prez,Republican,US,Issue Group,The Lincoln Project,Trump for President,Different Leadership,https://s3.amazonaws.com/pdfweb/videos/b9e59594-b4ed-46dc-b4cf-23d95b386119.mp4,Coronavirus|Donald Trump|General Negative,16,0,2020-06-09
prez,Democrat,US,Coordinated Buy,DNC/Biden,Trump for President,Stop the Descent,https://s3.amazonaws.com/pdfweb/videos/f93cf1ca-d9b7-4fef-894f-5b2be5470daf.mp4,Coronavirus|Economy|Jobs,8,0,2020-06-17
prez,Democrat,US,Candidate,Biden for President,Trump for President,Disappear,https://s3.amazonaws.com/pdfweb/videos/8cbfad90-ee09-4a41-b67f-f1fc9de536e4.mp4,Coronavirus||,6,1122.41,2020-07-17
prez,Republican,US,Issue Group,The Lincoln Project,Trump for President,Told The Truth,https://s3.amazonaws.com/pdfweb/videos/a0f029a3-e2b1-42e8-b8fc-1c010bcf6bdf.mp4,Coronavirus||,5,0,2020-06-27
prez,Democrat,FL,Candidate,Biden for President,Biden for President,Mano Firm,https://s3.amazonaws.com/pdfweb/videos/0d7f6d53-25c1-41a4-8281-a02c50f73a36.mp4,Coronavirus||,3,723.23,2020-03-17
prez,Democrat,US,Candidate,Biden for President,Biden for President,Stay Safe,https://s3.amazonaws.com/pdfweb/videos/4f3a919e-abc9-4ab9-8734-093527c64b11.mp4,Coronavirus||,3,1127.3600000000001,2020-07-20
prez,Democrat,CO,Candidate,Bloomberg for President,Trump for President,He Is Prepared,https://s3.amazonaws.com/pdfweb/videos/20e3adae-99d3-472f-8a3d-fcf28d842c5d.mp4,Coronavirus|Healthcare|,1,251.23,2020-05-03
prez,Democrat,US,Candidate,Biden for President,Biden for President,El Que Sabe Sabe,https://s3.amazonaws.com/pdfweb/videos/77a15751-e0eb-4936-a691-beb9a5593782.mp4,Coronavirus|Healthcare|,1,83.41,2020-07-21
prez,Democrat,US,Issue Group,Defending Democracy Together,Trump for President,Stop Trump's Carnage,https://s3.amazonaws.com/pdfweb/videos/bd3f1020-2391-4cb4-b068-843bdc114eb4.mp4,Coronavirus|Crime|General Negative,1,0,2020-06-05
senate,Democrat,TX,Candidate,Hegar for TX Senate,Hegar for TX Senate,We're Texas,https://s3.amazonaws.com/pdfweb/videos/0a8f25f6-acb0-4433-9940-e0b6237347e7.mp4,Coronavirus|Healthcare|Immigration,5366,1131494.79,2020-06-30
senate,Democrat,TX,Coordinated Buy,DSCC/Hegar,DSCC/Hegar,Not Any Longer,https://s3.amazonaws.com/pdfweb/videos/7d6fe9ca-f413-43cb-9ba5-2d2bb0c62828.mp4,Coronavirus|Healthcare|Immigration,4927,1029270.69,2020-07-02
senate,Democrat,GA,Issue Group,Majority Forward,Perdue for GA Senate,Families Need Help,https://s3.amazonaws.com/pdfweb/videos/23d07101-59ab-4b4a-89fc-ea4b1e89a8d2.mp4,Coronavirus|Healthcare|Special Interests,4104,4374514.54,2020-07-10
senate,Republican,MT,Issue Group,One Nation,Daines for MT Senate,Hold China Accountable,https://s3.amazonaws.com/pdfweb/videos/4d038a9c-678e-42d2-b551-1c48a2795b42.mp4,Coronavirus|Donald Trump|Jobs,3908,229106.81,2020-07-07
senate,Democrat,KY,Candidate,McGrath for KY Senate,McConnell for KY Senate,What Is Leadership?,https://s3.amazonaws.com/pdfweb/videos/259f5782-9298-48c5-8d86-f0329448d2d8.mp4,Coronavirus||,2822,735201.98,2020-05-16
senate,Republican,MT,Candidate,Daines for MT Senate,Daines for MT Senate,Made In America,https://s3.amazonaws.com/pdfweb/videos/454e2989-330c-4ca6-9498-e976c16477ec.mp4,Coronavirus|Jobs|Taxation,2746,265057.24,2020-06-18
senate,Republican,MT,Candidate,Daines for MT Senate,Daines for MT Senate,Puts Montana Workers First,https://s3.amazonaws.com/pdfweb/videos/e77e8f6f-961c-4d24-8f98-8b7ee08366a7.mp4,Coronavirus|Economy|Jobs,2695,268291.82,2020-07-08
senate,Democrat,MT,Issue Group,Majority Forward,Daines for MT Senate,Crushing Impact,https://s3.amazonaws.com/pdfweb/videos/e6e8d5da-3205-4214-a3f9-83de7eed9e2e.mp4,Coronavirus|Wall Street|,2593,448574.04,2020-06-23
senate,Democrat,KY,Candidate,McGrath for KY Senate,McConnell for KY Senate,Powerful,https://s3.amazonaws.com/pdfweb/videos/385a34dd-f890-4fef-986f-ad8d677df467.mp4,Coronavirus||,2526,414038.25,2020-04-04
senate,Democrat,GA,Candidate,Ossoff for GA Senate,Ossoff for GA Senate,Our Heroes,https://s3.amazonaws.com/pdfweb/videos/6e4d67e4-4b57-450a-9fa1-accf11fc7508.mp4,Coronavirus|Healthcare|,2339,387266.65,2020-04-21
senate,Democrat,AL,Candidate,Jones for AL Senate,Jones for AL Senate,Protect Coverage,https://s3.amazonaws.com/pdfweb/videos/b0894708-16e6-4433-b47c-783b5787fa50.mp4,Coronavirus|Healthcare|,2313,212323.87,2020-07-07
senate,Democrat,MA,Candidate,Kennedy for MA Senate,Kennedy for MA Senate,We Need Relief,https://s3.amazonaws.com/pdfweb/videos/da41ba63-6e8c-449b-a82d-0a556d69feec.mp4,Coronavirus|Donald Trump|Healthcare,2255,597723.29,2020-05-07
senate,Democrat,MT,Issue Group,Majority Forward,Daines for MT Senate,No Relief,https://s3.amazonaws.com/pdfweb/videos/4ab13514-6625-47d8-b78d-da2bce328cb2.mp4,Coronavirus|Economy|Wall Street,2235,313214.09,2020-06-03
senate,Democrat,AL,Candidate,Jones for AL Senate,Jones for AL Senate,Protecting Each Other,https://s3.amazonaws.com/pdfweb/videos/10014cde-6f7d-4ba0-b3ba-3e50c17bbe84.mp4,Coronavirus||,2208,206276.32,2020-07-01
senate,Democrat,KY,Candidate,Booker for KY Senate,McConnell for KY Senate,A Real Democrat,https://s3.amazonaws.com/pdfweb/videos/91f47103-b69f-47c8-8ba6-301d5cb591d4.mp4,Coronavirus|Donald Trump|Wages,2151,267933.6,2020-06-09
senate,Democrat,SC,Candidate,Harrison for SC Senate,Graham for SC Senate,Playing Washington Games,https://s3.amazonaws.com/pdfweb/videos/7dc74831-493e-408c-8599-05728418b148.mp4,Coronavirus|Jobs|,2134,326419.03,2020-06-30
senate,Democrat,IA,Issue Group,Majority Forward,Ernst for IA Senate,Denied Paid Sick Leave,https://s3.amazonaws.com/pdfweb/videos/44477254-9394-449f-89de-3c0567dcdba5.mp4,Coronavirus|Special Interests|,2129,713152.01,2020-07-07
senate,Democrat,AZ,Candidate,Kelly for AZ Senate,Kelly for AZ Senate,What Arizona Needs,https://s3.amazonaws.com/pdfweb/videos/abaca4ae-fd99-4f93-8c9d-38459e14de49.mp4,Bipartisanship|Coronavirus|Healthcare,2065,380454.83,2020-06-16
senate,Republican,MT,Candidate,Daines for MT Senate,Daines for MT Senate,Holding China Accountable,https://s3.amazonaws.com/pdfweb/videos/cae96db8-fba7-442d-afe0-551438e0837b.mp4,Coronavirus|Immigration|Jobs,1921,155075.86,2020-05-09
senate,Republican,MT,Candidate,Daines for MT Senate,Daines for MT Senate,Protect Montana Jobs,https://s3.amazonaws.com/pdfweb/videos/69b0eb99-64f3-445a-a6af-469940c9a8ad.mp4,Coronavirus|Immigration|Nancy Pelosi,1895,155843.93,2020-05-21
senate,Democrat,SC,Candidate,Harrison for SC Senate,Harrison for SC Senate,Real Meaningful Change,https://s3.amazonaws.com/pdfweb/videos/a4d6de92-05b7-4bb5-af35-29a24ca63f07.mp4,Coronavirus||,1835,539820.48,2020-06-06
senate,Republican,KY,Candidate,McConnell for KY Senate,McConnell for KY Senate,Urgent Help,https://s3.amazonaws.com/pdfweb/videos/53dcafb3-486c-4fb9-8a8c-82abace3745a.mp4,Bipartisanship|Coronavirus|Economy,1786,336149.25,2020-04-01
senate,Republican,TN,Candidate,Hagerty for TN Senate,Hagerty for TN Senate,Made in USA,https://s3.amazonaws.com/pdfweb/videos/c062fe7c-a3a9-4a4a-883b-90f938afff17.mp4,Coronavirus|Donald Trump|Economy,1739,216896.47,2020-06-23
senate,Republican,MT,Candidate,Daines for MT Senate,Daines for MT Senate,Leadership We Can Trust,https://s3.amazonaws.com/pdfweb/videos/85804643-da4e-41a9-b405-242e7c081f3a.mp4,Coronavirus|Jobs|,1736,121052.41,2020-04-20
senate,Republican,MT,Candidate,Daines for MT Senate,Daines for MT Senate,Defeat The Virus,https://s3.amazonaws.com/pdfweb/videos/d3761d11-c37a-492e-ba84-f3aaa57c2998.mp4,Coronavirus|Economy|Healthcare,1734,110300.1,2020-04-17
senate,Democrat,NC,Issue Group,Majority Forward,Tillis for NC Senate,Stop Cutting Healthcare,https://s3.amazonaws.com/pdfweb/videos/6e88dbd3-e32b-4e99-ba1a-05104273766c.mp4,Coronavirus|Healthcare|,1625,946455.55,2020-07-13
senate,Democrat,MT,Issue Group,Montana Federation of Public Employees,Bullock for MT Senate,Pull Together,https://s3.amazonaws.com/pdfweb/videos/a5430c25-2daf-408c-b7a2-66c8b7eb0b1f.mp4,Coronavirus|Education|Healthcare,1611,292721,2020-06-24
senate,Republican,MT,Candidate,Daines for MT Senate,Daines for MT Senate,Eliminate Regulations,https://s3.amazonaws.com/pdfweb/videos/c7123029-c6d6-4aa0-b88f-861e205e2be8.mp4,Coronavirus|Economy|Jobs,1545,136640.11,2020-06-05
senate,Democrat,AZ,Candidate,Kelly for AZ Senate,Kelly for AZ Senate,Keep It That Way,https://s3.amazonaws.com/pdfweb/videos/f870fdca-5282-4253-b495-9c338a76c5e9.mp4,Coronavirus|Economy|Jobs,1495,342960.96,2020-07-08
senate,Democrat,MI,Coordinated Buy,DSCC/Peters,Peters for MI Senate,Be Honest About China,https://s3.amazonaws.com/pdfweb/videos/a4844d1d-34f2-49e9-a497-bef1301df060.mp4,Coronavirus|Healthcare|,1460,360060.38,2020-05-13
senate,Democrat,MT,Issue Group,Senate Majority PAC,Daines for MT Senate,Isn't Working For You,https://s3.amazonaws.com/pdfweb/videos/b058df76-1b74-48b9-aca2-5644b992e180.mp4,Coronavirus|Healthcare|Jobs,1351,183326.63999999998,2020-05-02
senate,Democrat,KY,Candidate,McGrath for KY Senate,McGrath for KY Senate,Look Out For Each Other,https://s3.amazonaws.com/pdfweb/videos/a3e37d3a-88eb-4813-8ece-5831f0f77757.mp4,Coronavirus||,1337,221649.12,2020-03-24
senate,Democrat,NC,Candidate,Cunningham for NC Senate,Cunningham for NC Senate,Working Together,https://s3.amazonaws.com/pdfweb/videos/3e3e81d2-62c1-40c2-8b23-e41a2c73a10c.mp4,Bipartisanship|Coronavirus|,1336,397824.93,2020-07-07
senate,Republican,MT,Candidate,Daines for MT Senate,Daines for MT Senate,Three Major Proposals,https://s3.amazonaws.com/pdfweb/videos/b9442a76-4de7-4e29-a083-7ab35d2f4e0a.mp4,Coronavirus|Economy|,1319,88354.36,2020-04-02
senate,Republican,MT,Issue Group,One Nation,Daines for MT Senate,Our Best Interest,https://s3.amazonaws.com/pdfweb/videos/d894eb8f-83ac-4f16-9a54-8eb8268654c0.mp4,Coronavirus|Economy|Jobs,1286,235739.19,2020-06-23
senate,Democrat,MT,Issue Group,Majority Forward,Daines for MT Senate,Profiting From Coronavirus,https://s3.amazonaws.com/pdfweb/videos/a74ea82e-55cb-4715-8d2e-24fde004105a.mp4,Coronavirus|Healthcare|Special Interests,1225,206465.38,2020-07-13
senate,Democrat,MI,Coordinated Buy,DSCC/Peters,Peters for MI Senate,Back To Work,https://s3.amazonaws.com/pdfweb/videos/a5d1c60e-a5f2-4311-82aa-6e3c9aabfb95.mp4,Coronavirus|Healthcare|,1219,328972.83,2020-05-13
senate,Republican,IA,Issue Group,NRSC,Greenfield for IA Senate,Kicked To The Curb,https://s3.amazonaws.com/pdfweb/videos/645ea44f-f951-44f8-ab36-1411b9364655.mp4,Coronavirus|Jobs|,1193,434623.25,2020-06-16
